quiz_id,mcq_1,mcq_2,mcq_3,mcq_4,mcq_5,mcq_6,mcq_7,mcq_8,mcq_9,mcq_10,topic_coverage_0,topic_coverage_1,topic_coverage_2,topic_coverage_3,topic_coverage_4,topic_coverage_5,topic_coverage_6,topic_coverage_7,topic_coverage_8,topic_coverage_9,difficulty_coverage_0,difficulty_coverage_1,difficulty_coverage_2,difficulty_coverage_3,difficulty_coverage_4,difficulty_coverage_5
6328,948,1315,1878,25,1264,1695,649,1128,1277,1139,0.0,0.0,0.2,0.2,0.1,0.0,0.1,0.1,0.2,0.1,0.3,0.1,0.1,0.3,0.2,0.0
6329,614,798,669,1345,1069,245,584,1238,1155,934,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.3,0.0,0.3,0.1
6330,245,906,639,816,1252,568,731,949,19,1275,0.1,0.2,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.1,0.4,0.0,0.4,0.0,0.0,0.2
6331,869,1653,755,549,219,1783,1684,862,1422,1136,0.1,0.2,0.2,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.2,0.4,0.0,0.3,0.0
6332,550,1265,376,61,1604,1584,1878,1278,1779,1038,0.0,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.3,0.2,0.2,0.1,0.2,0.0
6333,612,1287,737,1105,1605,977,1759,585,944,1753,0.1,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.3,0.2,0.4,0.0,0.0
6334,1278,1680,564,978,1697,1689,921,1298,217,958,0.3,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.3,0.3,0.0,0.2,0.2,0.0
6335,689,698,734,1066,398,977,768,1260,213,236,0.0,0.0,0.1,0.1,0.2,0.3,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.3,0.3,0.1
6336,1277,1343,1683,794,1316,616,1155,827,1765,959,0.1,0.0,0.1,0.2,0.0,0.3,0.1,0.0,0.1,0.1,0.3,0.0,0.2,0.0,0.4,0.1
6337,1679,1248,1543,693,615,260,796,84,185,1451,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.1,0.1,0.0,0.2,0.1,0.3,0.2,0.2,0.0
6338,968,915,7,1331,923,372,1451,1575,794,1779,0.2,0.1,0.0,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.4,0.1,0.2,0.0
6339,951,59,1584,714,797,1801,482,1594,736,937,0.1,0.2,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.3,0.2,0.2,0.0,0.3,0.0
6340,642,1278,261,694,583,699,1755,264,815,392,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.2,0.0,0.0,0.2,0.4,0.0,0.4,0.0
6341,837,1034,375,747,1343,1059,1540,873,1070,964,0.1,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.1,0.3,0.1,0.2,0.1,0.5,0.1,0.0
6342,889,989,955,225,1243,1253,234,57,1320,853,0.0,0.1,0.2,0.1,0.2,0.0,0.2,0.1,0.0,0.1,0.3,0.5,0.1,0.0,0.0,0.1
6343,1743,963,379,891,1277,1600,571,1695,1595,52,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.1,0.3,0.3,0.0,0.3,0.1,0.0
6344,1287,76,628,1431,1036,409,700,958,584,846,0.2,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.1,0.2,0.6,0.2,0.0,0.1,0.1,0.0
6345,1119,1262,1713,734,792,801,841,1034,628,959,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.0,0.1,0.2,0.4,0.3,0.0,0.2,0.1,0.0
6346,1538,1441,769,1575,713,223,898,1409,368,1739,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.3,0.1,0.0,0.4,0.2,0.2,0.1,0.1,0.0
6347,921,1291,1813,891,639,770,1787,962,1432,1711,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.1,0.0,0.1,0.0,0.2,0.4,0.1,0.2,0.1
6348,846,411,1811,768,571,565,720,1252,1717,956,0.3,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.1,0.1,0.5,0.1,0.0,0.1,0.2
6349,607,1649,1288,1136,1058,1787,382,1813,1597,300,0.1,0.1,0.3,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.3,0.1,0.4,0.1,0.1,0.0
6350,955,1235,1283,572,678,1031,1508,1596,811,812,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.3,0.1,0.0,0.3,0.4,0.1,0.1,0.1
6351,1060,4,1751,217,1403,1811,5,373,1684,869,0.5,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.3,0.3,0.2,0.1,0.0,0.1
6352,1683,628,1278,384,1141,1251,1400,1674,209,1035,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.3,0.2,0.0,0.1,0.3,0.1
6353,885,912,944,652,1355,712,1389,713,736,964,0.0,0.1,0.1,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.1,0.1,0.4,0.0
6354,615,30,1568,868,1807,377,1074,1735,646,670,0.1,0.0,0.0,0.3,0.1,0.3,0.0,0.1,0.1,0.0,0.4,0.0,0.3,0.1,0.2,0.0
6355,970,1130,203,949,242,374,944,387,1264,236,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.2,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.0
6356,180,1248,165,368,1422,837,1034,713,1260,171,0.0,0.3,0.0,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.4,0.1,0.1,0.3,0.0,0.1
6357,835,7,1039,255,1147,955,1270,1906,1294,1701,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.2,0.2,0.3,0.2,0.1
6358,970,644,1833,242,720,962,639,200,1508,1585,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.3,0.0,0.2,0.1,0.1,0.5,0.2,0.1,0.0
6359,1036,83,1876,1861,740,1840,695,1681,921,1277,0.0,0.0,0.1,0.1,0.1,0.3,0.1,0.0,0.2,0.1,0.3,0.2,0.0,0.1,0.4,0.0
6360,1752,671,1403,797,876,247,1046,601,1355,812,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.3,0.2,0.2,0.2,0.0
6361,251,853,1061,1777,294,1056,925,1687,1079,1680,0.4,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.4,0.2,0.0,0.1,0.2,0.1
6362,505,970,1070,624,1615,584,1300,391,962,259,0.1,0.0,0.0,0.3,0.1,0.1,0.0,0.1,0.0,0.3,0.0,0.3,0.2,0.4,0.0,0.1
6363,648,1268,577,1805,616,1141,227,955,823,1753,0.1,0.0,0.1,0.0,0.2,0.2,0.1,0.2,0.0,0.1,0.2,0.3,0.3,0.1,0.1,0.0
6364,260,208,1148,754,977,1594,653,926,1679,1669,0.0,0.3,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.1,0.1,0.3,0.5,0.0
6365,759,803,1603,1568,601,1137,1111,813,1870,412,0.0,0.1,0.4,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.3,0.4,0.1,0.1,0.0
6366,1396,560,76,876,1550,1033,1874,653,950,1059,0.1,0.0,0.0,0.1,0.0,0.3,0.1,0.1,0.1,0.2,0.5,0.0,0.1,0.3,0.1,0.0
6367,670,1235,949,238,1322,1072,929,1334,1077,1672,0.2,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.3,0.1,0.2,0.0
6368,482,1332,1095,1343,653,55,1227,273,261,1364,0.0,0.1,0.3,0.2,0.1,0.0,0.0,0.1,0.2,0.0,0.2,0.3,0.0,0.3,0.2,0.0
6369,650,634,366,1273,225,642,973,578,385,968,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.1,0.2,0.1,0.3,0.4,0.1,0.0,0.1
6370,1145,847,159,360,1182,1838,841,812,1672,8,0.3,0.1,0.2,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.3,0.3,0.0,0.0
6371,1306,840,1745,1047,1267,862,1619,236,793,215,0.2,0.2,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.0,0.2,0.3,0.2,0.0,0.3,0.0
6372,1148,370,259,1277,227,853,1631,439,617,1550,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.2,0.0,0.2,0.2,0.3,0.1,0.2,0.0
6373,885,696,953,966,1278,58,1315,186,826,1774,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.0,0.1,0.2,0.3,0.1,0.4,0.1,0.1,0.0
6374,1069,946,838,1604,289,837,1295,639,1757,790,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.2,0.2,0.1,0.3,0.2,0.4,0.0,0.0
6375,61,946,807,1067,925,1277,209,653,1063,1861,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.2,0.2,0.1,0.2,0.1,0.0,0.5,0.2,0.0
6376,1090,1262,1759,955,796,1252,1238,958,739,1227,0.0,0.0,0.3,0.0,0.2,0.1,0.1,0.0,0.1,0.2,0.1,0.3,0.3,0.1,0.1,0.1
6377,770,921,1120,275,796,310,385,1082,627,851,0.0,0.0,0.3,0.0,0.1,0.1,0.2,0.1,0.2,0.0,0.0,0.3,0.2,0.3,0.2,0.0
6378,1141,765,955,799,245,1111,898,1606,258,672,0.1,0.1,0.2,0.2,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.5,0.1,0.2,0.1,0.1
6379,570,963,860,227,264,650,754,843,1063,388,0.2,0.1,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.1,0.3,0.2,0.2,0.1,0.2,0.0
6380,948,618,1311,1278,866,223,857,362,678,1053,0.0,0.1,0.0,0.3,0.0,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.1,0.2
6381,60,385,765,814,1647,692,848,263,1884,369,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.0,0.1,0.1,0.2,0.5,0.1,0.0
6382,697,717,1357,852,1390,1239,1306,1250,874,1277,0.0,0.0,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.4,0.2,0.1,0.2,0.0
6383,366,773,1285,920,856,966,564,862,696,626,0.1,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.2,0.1,0.4,0.3,0.0,0.1,0.1,0.1
6384,1898,1336,168,1277,1637,969,653,1258,576,175,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1
6385,1389,5,248,1829,1687,678,1817,1441,1713,265,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.3,0.1,0.0,0.3,0.2,0.2,0.0,0.2,0.1
6386,564,804,1741,257,30,552,799,921,217,969,0.3,0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.0
6387,954,601,1901,1416,1332,1825,969,1878,840,1291,0.0,0.0,0.3,0.2,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.2,0.1,0.3,0.1,0.1
6388,796,1133,237,1807,261,867,1288,1688,387,238,0.0,0.1,0.1,0.0,0.5,0.1,0.0,0.1,0.1,0.0,0.2,0.2,0.2,0.2,0.2,0.0
6389,390,509,737,1737,668,1278,1068,621,1546,1719,0.1,0.1,0.0,0.2,0.0,0.3,0.0,0.1,0.1,0.1,0.2,0.4,0.1,0.2,0.1,0.0
6390,1445,258,257,649,1896,264,427,1070,1631,795,0.1,0.1,0.2,0.0,0.3,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.3,0.4,0.1,0.0
6391,1242,1324,24,1241,1779,680,1046,782,1533,1686,0.1,0.1,0.2,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.1,0.1,0.1
6392,951,932,889,1428,1254,859,380,617,977,1043,0.0,0.2,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.3,0.5,0.1,0.0,0.0
6393,1059,1078,479,925,1242,1783,1410,927,1016,1139,0.1,0.2,0.4,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.3,0.3,0.1,0.1,0.2,0.0
6394,714,406,850,234,666,1278,492,442,1600,641,0.0,0.0,0.2,0.2,0.1,0.0,0.2,0.1,0.2,0.0,0.4,0.4,0.1,0.0,0.1,0.0
6395,1285,928,1842,640,918,736,1384,873,948,1690,0.0,0.1,0.0,0.1,0.2,0.3,0.0,0.1,0.1,0.1,0.2,0.1,0.2,0.3,0.2,0.0
6396,1334,425,57,1682,1037,640,1286,1080,833,620,0.1,0.2,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.0,0.3,0.1,0.2,0.1,0.3,0.0
6397,948,960,1342,977,185,875,15,1759,1277,1726,0.0,0.1,0.1,0.1,0.0,0.2,0.1,0.0,0.1,0.3,0.3,0.0,0.2,0.2,0.3,0.0
6398,1053,966,1237,965,1805,255,610,1070,580,617,0.1,0.0,0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.3,0.4,0.2,0.2,0.2,0.0,0.0
6399,1411,1278,975,5,904,608,1580,816,891,1418,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.0
6400,398,1434,205,839,1278,1028,207,1070,899,953,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.1,0.2,0.1,0.2,0.3,0.1,0.3,0.0
6401,1540,632,168,387,772,634,386,573,560,1338,0.1,0.2,0.1,0.2,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.3,0.2,0.3,0.1,0.0
6402,1408,1821,1277,64,1763,168,1536,620,417,394,0.0,0.1,0.0,0.3,0.1,0.2,0.1,0.0,0.2,0.0,0.3,0.1,0.3,0.2,0.1,0.0
6403,293,363,1682,793,258,651,1568,680,850,644,0.2,0.0,0.1,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.4,0.0,0.4,0.1,0.0,0.1
6404,943,963,1347,808,955,651,996,1124,803,1649,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,0.4,0.3,0.2,0.0,0.0
6405,680,1268,1051,770,813,578,807,887,957,753,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.2,0.1,0.2,0.1,0.4,0.2,0.0,0.1
6406,1755,27,580,716,1584,959,971,29,648,1655,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.1,0.0,0.2,0.2,0.0,0.3,0.3,0.2,0.0
6407,931,550,1747,1711,188,1617,943,1431,640,248,0.1,0.2,0.0,0.1,0.0,0.1,0.1,0.3,0.0,0.1,0.2,0.1,0.5,0.0,0.1,0.1
6408,963,30,1313,1033,992,940,952,1389,949,1769,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.4,0.1,0.0,0.3,0.3,0.2,0.1
6409,1635,1745,373,734,945,1004,839,715,817,559,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.2,0.1,0.1,0.2,0.3,0.3,0.1,0.0
6410,964,1439,841,1730,693,943,848,1285,1052,210,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.1,0.3,0.1,0.0
6411,1701,648,371,1254,240,825,971,307,1527,1390,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.4,0.2,0.1,0.0
6412,920,1278,837,1074,903,943,925,1251,1536,1412,0.0,0.2,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.3,0.1,0.0,0.2,0.2,0.2
6413,1055,1389,1295,1635,261,1671,1536,1834,784,1297,0.0,0.3,0.0,0.4,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.5,0.2,0.1,0.1,0.0
6414,1803,1255,968,63,653,1400,562,1543,236,1873,0.1,0.1,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.1,0.4,0.2,0.0,0.2,0.1,0.1
6415,232,1298,1575,887,809,811,479,594,424,693,0.0,0.0,0.1,0.2,0.1,0.2,0.1,0.0,0.3,0.0,0.3,0.2,0.2,0.3,0.0,0.0
6416,1012,1018,582,1277,1785,617,1268,1721,1835,1585,0.0,0.2,0.2,0.1,0.1,0.3,0.0,0.0,0.1,0.0,0.2,0.2,0.4,0.1,0.1,0.0
6417,484,245,963,1274,265,798,423,1358,1676,1686,0.3,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.2,0.0,0.2
6418,1070,358,880,1266,771,1763,568,697,1009,1077,0.1,0.0,0.2,0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.3,0.1,0.2,0.3,0.1,0.0
6419,1825,372,1749,960,376,1684,386,817,1399,837,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.4,0.1,0.4,0.2,0.2,0.2,0.0,0.0
6420,902,275,1256,1234,1691,1627,54,693,1082,1633,0.1,0.4,0.2,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.2,0.2,0.2,0.3,0.1,0.0
6421,948,755,627,1091,695,245,1888,219,751,1070,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.2,0.3,0.1,0.1,0.1,0.3,0.1
6422,859,200,234,919,847,1585,1843,559,1686,1441,0.2,0.1,0.0,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.2,0.3,0.4,0.1,0.0,0.0
6423,1052,253,868,1034,1403,1719,692,626,954,1071,0.1,0.1,0.0,0.0,0.1,0.3,0.1,0.0,0.1,0.2,0.2,0.3,0.3,0.1,0.1,0.0
6424,384,881,1137,1834,1092,1357,676,373,1735,1747,0.2,0.1,0.3,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.4,0.1,0.0
6425,653,556,1691,1527,1024,910,1401,266,409,1540,0.1,0.1,0.1,0.5,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.4,0.2,0.1,0.0,0.0
6426,1182,946,734,1263,215,579,251,396,958,740,0.1,0.0,0.1,0.1,0.2,0.2,0.0,0.1,0.0,0.2,0.3,0.1,0.1,0.3,0.1,0.1
6427,217,1852,807,271,221,1060,811,174,377,60,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.3,0.0,0.3,0.0,0.3,0.3,0.1,0.0
6428,363,965,426,947,1906,1050,174,696,960,1552,0.0,0.2,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.4,0.2,0.1,0.1,0.2,0.0
6429,734,1396,1785,617,1053,1769,966,954,1029,680,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.3,0.0,0.1
6430,1035,236,739,1278,977,200,390,1774,975,19,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.2,0.1,0.3,0.1,0.1,0.1,0.5,0.2,0.0
6431,392,1248,482,203,398,806,717,920,859,640,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.3,0.2,0.0,0.2,0.1,0.5,0.1,0.0,0.1
6432,1402,861,1070,443,1843,1682,1774,899,482,1625,0.1,0.3,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.4,0.2,0.2,0.2,0.0,0.0
6433,1254,1387,575,483,1071,1318,850,1311,1631,1278,0.2,0.1,0.0,0.2,0.1,0.0,0.1,0.1,0.2,0.0,0.2,0.0,0.4,0.1,0.2,0.1
6434,830,1604,1600,1625,1333,1336,372,1399,1034,8,0.1,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.4,0.1,0.4,0.3,0.1,0.1,0.1,0.0
6435,951,1763,1292,1285,645,365,200,1675,256,1030,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.2,0.2,0.0,0.1,0.2
6436,1625,203,873,1315,1277,1805,1508,1727,1035,688,0.0,0.2,0.0,0.1,0.1,0.3,0.0,0.1,0.1,0.1,0.1,0.4,0.3,0.1,0.1,0.0
6437,1030,204,1911,874,1277,954,572,1353,227,889,0.1,0.0,0.1,0.0,0.0,0.2,0.1,0.3,0.1,0.1,0.1,0.5,0.2,0.0,0.2,0.0
6438,1277,832,580,1646,297,1063,1255,1600,1687,825,0.3,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.2,0.0,0.3,0.2,0.2,0.1,0.1,0.1
6439,836,568,316,223,566,868,1791,1598,577,972,0.3,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.3,0.3,0.0,0.1,0.0
6440,207,738,966,793,1334,959,1431,1508,925,1256,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.2,0.0,0.2,0.4,0.1,0.3,0.0,0.2,0.0
6441,553,876,1633,893,384,871,213,1070,1684,388,0.1,0.3,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.4,0.1,0.3,0.1,0.0
6442,1568,769,263,1787,947,583,613,1266,893,1699,0.1,0.1,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.1,0.2,0.2,0.3,0.2,0.1,0.0
6443,1568,965,667,1310,859,263,1650,391,1649,976,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.2,0.2,0.1,0.4,0.3,0.0,0.0
6444,950,859,1408,685,747,1275,965,1031,911,919,0.0,0.2,0.0,0.0,0.2,0.2,0.1,0.0,0.1,0.2,0.1,0.2,0.6,0.0,0.1,0.0
6445,560,203,566,1873,1441,1071,893,756,1819,1278,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.0,0.5,0.1,0.2,0.1,0.1,0.0
6446,1128,1689,1567,492,1640,1251,19,944,7,388,0.2,0.2,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.1,0.1
6447,562,275,369,952,1267,1333,651,871,972,168,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.3,0.4,0.1,0.1,0.0
6448,186,1596,385,1269,967,554,816,1253,860,958,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.5,0.2,0.0,0.0
6449,1771,1094,1322,1388,1610,3,1729,565,1278,579,0.2,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.2,0.3,0.2,0.1,0.2,0.0
6450,1641,654,1108,1396,1033,369,1277,102,827,1067,0.0,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.3,0.1,0.0
6451,1825,686,893,968,954,1901,1683,797,836,1132,0.1,0.0,0.2,0.0,0.1,0.2,0.2,0.0,0.0,0.2,0.3,0.4,0.0,0.2,0.1,0.0
6452,1682,841,1097,801,1137,736,199,700,740,965,0.1,0.0,0.2,0.0,0.0,0.3,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.4,0.0
6453,1374,740,782,1598,843,1323,1906,1533,1034,813,0.0,0.0,0.1,0.3,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.2,0.3,0.2,0.3,0.0
6454,1150,1408,1042,1113,6,179,1543,203,963,1827,0.1,0.2,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.0
6455,1278,1001,1289,927,963,1679,379,849,698,1819,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.2,0.1,0.2,0.2,0.0,0.3,0.3,0.0
6456,1787,682,920,1271,943,1638,436,1256,1683,1511,0.0,0.1,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.1,0.1,0.2
6457,1837,669,386,1076,852,948,809,812,803,641,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,0.3,0.1,0.2,0.2,0.3,0.2,0.1,0.0
6458,897,1434,887,1745,583,917,482,1114,81,377,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.5,0.3,0.1,0.0,0.0
6459,773,234,765,1277,944,1349,1402,1079,1008,272,0.0,0.0,0.3,0.1,0.1,0.0,0.2,0.0,0.2,0.1,0.2,0.4,0.0,0.2,0.2,0.0
6460,667,1329,666,1761,1072,967,1277,1888,1556,636,0.1,0.0,0.1,0.3,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.1,0.3,0.1
6461,737,1653,718,1398,1066,974,1264,769,1065,1407,0.0,0.1,0.1,0.0,0.1,0.2,0.3,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.1,0.0
6462,1234,1749,1678,233,1377,1573,570,83,561,1564,0.3,0.0,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.2,0.1,0.1,0.0
6463,85,232,1701,212,904,390,392,1823,234,675,0.0,0.1,0.0,0.1,0.3,0.0,0.2,0.3,0.0,0.0,0.4,0.3,0.1,0.1,0.1,0.0
6464,1353,231,1327,1912,1325,1068,958,1691,1326,971,0.1,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.3,0.0,0.1,0.3
6465,1062,1010,573,1266,1884,901,968,1104,1829,1086,0.2,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.7,0.1,0.1,0.0,0.0
6466,806,361,180,1053,209,1294,572,903,958,768,0.1,0.2,0.0,0.2,0.0,0.0,0.2,0.1,0.1,0.1,0.4,0.1,0.1,0.2,0.1,0.1
6467,1656,1641,30,1717,649,578,1767,694,929,1785,0.1,0.4,0.0,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.1,0.1,0.6,0.2,0.0,0.0
6468,561,1681,962,827,1252,857,1150,170,1711,1777,0.0,0.1,0.1,0.1,0.1,0.3,0.2,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.4,0.1
6469,396,1546,549,949,363,1689,4,21,1054,213,0.2,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.1,0.3,0.3,0.0,0.0
6470,437,1431,792,1821,767,1261,683,1069,1645,1835,0.1,0.2,0.1,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.4,0.2,0.0,0.3,0.0,0.1
6471,965,1055,647,1657,1445,716,1783,816,1580,573,0.1,0.1,0.0,0.0,0.0,0.1,0.3,0.2,0.1,0.1,0.1,0.2,0.3,0.3,0.1,0.0
6472,893,836,574,773,231,943,76,390,161,968,0.1,0.1,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.2,0.4,0.3,0.0,0.2,0.1,0.0
6473,505,625,836,1691,1402,943,1278,162,1753,1041,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.0,0.2,0.1,0.4,0.1,0.2,0.2,0.1,0.0
6474,15,1811,582,1031,650,1831,1380,617,770,669,0.0,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.5,0.1,0.2,0.1
6475,221,711,958,1448,1098,736,1686,1726,580,1089,0.2,0.0,0.3,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.1,0.2,0.1,0.3,0.3,0.0
6476,969,1382,1097,641,268,670,1086,204,836,1585,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.2,0.5,0.2,0.0,0.1,0.0
6477,424,908,1449,840,1326,576,1027,1848,583,266,0.2,0.1,0.1,0.4,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.3,0.2,0.1,0.1
